original_block_index,original_name,normalized_name,canonical_name,system,subsystem,anatomical_region,structure_type,laterality,piece_number,temporal_phase,hierarchy_path,classification_confidence,classification_rule,source_file,review_action,review_confidence,review_reason,example_source_file,example_original_block_index,first_seen_run_id,notes
,musc31,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,31,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,555,260612,
,musc19,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,19,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,556,260612,
,musc147,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,147,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,557,260612,
,musc59,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,59,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,558,260612,
,musc1802,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1802,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,559,260612,
,musc1803,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1803,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,560,260612,
,musc224,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,224,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,561,260612,
,musc225,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,225,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,562,260612,
,musc226,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,226,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,563,260612,
,musc227,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,227,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,564,260612,
,musc228,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,228,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,565,260612,
,musc229,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,229,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,566,260612,
,musc234,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,234,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,567,260612,
,musc235,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,235,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,568,260612,
,musc236,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,236,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,569,260612,
,musc237,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,237,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,570,260612,
,musc238,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,238,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,571,260612,
,musc239,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,239,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,572,260612,
,musc240,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,240,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,573,260612,
,musc241,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,241,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,574,260612,
,musc242,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,242,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,575,260612,
,musc243,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,243,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,576,260612,
,musc251,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,251,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,577,260612,
,musc256,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,256,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,578,260612,
,musc257,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,257,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,579,260612,
,musc258,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,258,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,580,260612,
,musc262,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,262,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,581,260612,
,musc263,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,263,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,582,260612,
,musc269,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,269,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,583,260612,
,musc270,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,270,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,584,260612,
,musc273,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,273,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,585,260612,
,musc274,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,274,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,586,260612,
,musc279,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,279,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,587,260612,
,musc280,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,280,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,588,260612,
,musc281,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,281,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,589,260612,
,musc284,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,284,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,590,260612,
,musc294,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,294,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,591,260612,
,musc295,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,295,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,592,260612,
,musc444,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,444,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,593,260612,
,musc54,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,54,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,594,260612,
,musc549,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,549,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,595,260612,
,musc60,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,60,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,596,260612,
,musc61,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,61,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,597,260612,
,musc619,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,619,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,598,260612,
,musc621,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,621,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,599,260612,
,musc626,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,626,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,601,260612,
,musc63,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,63,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,602,260612,
,musc64,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,64,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,603,260612,
,musc65,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,65,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,604,260612,
,musc154,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,154,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,615,260612,
,musc144,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,144,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,616,260612,
,musc56,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,56,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,617,260612,
,musc66,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,66,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,618,260612,
,rib_musc,rib_muscle,rib_muscle,musculoskeletal,skeletal_muscle,thorax,muscle,unspecified,,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:rib_muscle_from_muscle_file,,corrected,high,"rib_musc in muscle.raw should be thoracic skeletal muscle, not thoracic cage bone.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,619,260612,
,musc260,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,260,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,641,260612,
,musc261,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,261,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,642,260612,
,musc308,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,308,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,643,260612,
,musc254,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,254,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,644,260612,
,musc255,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,255,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,645,260612,
,musc223,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,223,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,646,260612,
,musc253,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,253,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,647,260612,
,musc259,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,259,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,648,260612,
,musc1106,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1106,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,649,260612,
,musc528,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,528,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,650,260612,
,musc529,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,529,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,651,260612,
,musc537,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,537,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,652,260612,
,musc536,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,536,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,653,260612,
,musc1487,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1487,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,654,260612,
